unique_fact_id,technical_topic,concise_factual_claim,short_engineering_explanation,application_limitations_or_context,appropriate_destination_page,supporting_source,source_citation,last_reviewed_date,human_technical_review_required,approval_status
PGE-CGMP-0060,"Testing and approval or rejection of components, drug product containers, and closures","Each lot of a component, drug product container, or closure that is liable to contamination with filth, insect infestation, or other extraneous adulterant must be examined against established specifications for such contamination.","Engineering implication: implementation evidence should address testing and approval or rejection of components, drug product containers, and closures.",U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.84(5) for the regulated product and operation.,knowledge-center/equipment-materials.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.84,21 CFR § 211.84(5),2026-08-07,No,Approved for batch 1
PGE-CGMP-0061,"Receipt and storage of untested components, drug product containers, and closures","Components, drug product containers, and closures must be stored under quarantine until they have been tested or examined, whichever is appropriate, and released. Storage within the area must conform to the requirements of § 211.80.","Engineering implication: implementation evidence should address receipt and storage of untested components, drug product containers, and closures.",U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.82(b) for the regulated product and operation.,knowledge-center/equipment-materials.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.82,21 CFR § 211.82(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0062,"Equipment design, size, and location","Equipment used in the manufacture, processing, packing, or holding of a drug product must be of appropriate design, adequate size, and suitably located to facilitate operations for its intended use and for its cleaning and maintenance.","Engineering implication: implementation evidence should address equipment design, size, and location.",U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.63 for the regulated product and operation.,knowledge-center/equipment-materials.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.63,21 CFR § 211.63,2026-08-07,No,Approved for batch 1
PGE-CGMP-0063,Equipment cleaning and maintenance,"A description in sufficient detail of the methods, equipment, and materials used in cleaning and maintenance operations, and the methods of disassembling and reassembling equipment as necessary to assure proper cleaning and maintenance;",Engineering implication: implementation evidence should address equipment cleaning and maintenance.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.67(3) for the regulated product and operation.,knowledge-center/equipment-materials.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.67,21 CFR § 211.67(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0064,"Receipt and storage of untested components, drug product containers, and closures","Upon receipt and before acceptance, each container or grouping of containers of components, drug product containers, and closures must be examined visually for appropriate labeling as to contents, container damage or broken seals, and contamination.","Engineering implication: implementation evidence should address receipt and storage of untested components, drug product containers, and closures.",U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.82(a) for the regulated product and operation.,knowledge-center/equipment-materials.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.82,21 CFR § 211.82(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0065,Drug product containers and closures,"Drug product containers and closures must be clean and, where indicated by the nature of the drug, sterilized and processed to remove pyrogenic properties to assure that they are suitable for their intended use. Such depyrogenation processes must be validated.",Engineering implication: implementation evidence should address drug product containers and closures.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.94(c) for the regulated product and operation.,knowledge-center/equipment-materials.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.94,21 CFR § 211.94(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0066,General requirements,"Operations must provide written procedures describing in sufficient detail the receipt, identification, storage, handling, sampling, testing, and approval or rejection of components and drug product containers and closures; such written procedures must be followed.",Engineering implication: implementation evidence should address general requirements.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.80(a) for the regulated product and operation.,knowledge-center/equipment-materials.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.80,21 CFR § 211.80(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0067,Equipment cleaning and maintenance,"Written procedures must be established and followed for cleaning and maintenance of equipment, including utensils, used in the manufacture, processing, packing, or holding of a drug product. These procedures must include, but are not necessarily limited to, the following:",Engineering implication: implementation evidence should address equipment cleaning and maintenance.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.67(b) for the regulated product and operation.,knowledge-center/equipment-materials.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.67,21 CFR § 211.67(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0068,"Testing and approval or rejection of components, drug product containers, and closures","Sample containers must be identified so that the following information can be determined: name of the material sampled, the lot number, the container from which the sample was taken, the date on which the sample was taken, and the name of the person who collected the sample.","Engineering implication: implementation evidence should address testing and approval or rejection of components, drug product containers, and closures.",U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.84(5) for the regulated product and operation.,knowledge-center/equipment-materials.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.84,21 CFR § 211.84(5),2026-08-07,No,Approved for batch 1
PGE-CGMP-0069,Equipment construction,"Equipment must be constructed so that surfaces that contact components, in-process materials, or drug products must not be reactive, additive, or absorptive so as to alter the safety, identity, strength, quality, or purity of the drug product beyond the official or other established requirements.",Engineering implication: implementation evidence should address equipment construction.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.65(a) for the regulated product and operation.,knowledge-center/equipment-materials.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.65,21 CFR § 211.65(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0070,Charge-in of components,Weight or measure in new container;,Engineering implication: implementation evidence should address charge-in of components.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.101(3) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.101,21 CFR § 211.101(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0071,Sampling and testing of in-process materials and drug products,Tablet or capsule weight variation;,Engineering implication: implementation evidence should address sampling and testing of in-process materials and drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.110(1) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.110,21 CFR § 211.110(1),2026-08-07,No,Approved for batch 1
PGE-CGMP-0072,Sampling and testing of in-process materials and drug products,"Clarity, completeness, or pH of solutions.",Engineering implication: implementation evidence should address sampling and testing of in-process materials and drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.110(5) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.110,21 CFR § 211.110(5),2026-08-07,No,Approved for batch 1
PGE-CGMP-0073,Charge-in of components,The component was released by the quality control unit;,Engineering implication: implementation evidence should address charge-in of components.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.101(1) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.101,21 CFR § 211.101(1),2026-08-07,No,Approved for batch 1
PGE-CGMP-0074,Sampling and testing of in-process materials and drug products,Adequacy of mixing to assure uniformity and homogeneity;,Engineering implication: implementation evidence should address sampling and testing of in-process materials and drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.110(3) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.110,21 CFR § 211.110(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0075,Charge-in of components,The weight or measure is correct as stated in the batch production records;,Engineering implication: implementation evidence should address charge-in of components.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.101(2) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.101,21 CFR § 211.101(2),2026-08-07,No,Approved for batch 1
PGE-CGMP-0076,Charge-in of components,"Batch for which component was dispensed, including its product name, strength, and lot number.",Engineering implication: implementation evidence should address charge-in of components.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.101(4) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.101,21 CFR § 211.101(4),2026-08-07,No,Approved for batch 1
PGE-CGMP-0077,Reprocessing,Reprocessing must not be performed without the review and approval of the quality control unit.,Engineering implication: implementation evidence should address reprocessing.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.115(b) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.115,21 CFR § 211.115(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0078,Equipment identification,"Batch records must identify the major equipment used, normally through a distinctive number or code.",Engineering implication: implementation evidence should address equipment identification.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.105(b) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.105,21 CFR § 211.105(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0079,Sampling and testing of in-process materials and drug products,Written in-process controls and tests must monitor output and validate manufacturing steps that can create variability.,Engineering implication: implementation evidence should address sampling and testing of in-process materials and drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.110(a) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.110,21 CFR § 211.110(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0080,Written procedures; deviations,"Approved written procedures must govern production and process controls needed to assure drug identity, strength, quality, and purity.",Engineering implication: implementation evidence should address written procedures; deviations.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.100(a) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.100,21 CFR § 211.100(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0081,Time limitations on production,Appropriate production phases need time limits; any acceptable deviation must protect product quality and be justified and documented.,Engineering implication: implementation evidence should address time limitations on production.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.111 for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.111,21 CFR § 211.111,2026-08-07,No,Approved for batch 1
PGE-CGMP-0082,Charge-in of components,The batch must be formulated with the intent to provide not less than 100 percent of the labeled or established amount of active ingredient.,Engineering implication: implementation evidence should address charge-in of components.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.101(a) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.101,21 CFR § 211.101(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0083,Sampling and testing of in-process materials and drug products,In-process specifications must align with final specifications and use suitable process history and statistical procedures where appropriate.,Engineering implication: implementation evidence should address sampling and testing of in-process materials and drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.110(b) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.110,21 CFR § 211.110(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0084,Calculation of yield,Actual and theoretical yields must be calculated at appropriate production phases and independently verified under the applicable manual or automated workflow.,Engineering implication: implementation evidence should address calculation of yield.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.103 for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.103,21 CFR § 211.103,2026-08-07,No,Approved for batch 1
PGE-CGMP-0085,Control of microbiological contamination,"Appropriate written procedures, designed to prevent objectionable microorganisms in drug products not required to be sterile, must be established and followed.",Engineering implication: implementation evidence should address control of microbiological contamination.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.113(a) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.113,21 CFR § 211.113(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0086,Sampling and testing of in-process materials and drug products,Rejected in-process materials must be identified and controlled under a quarantine system designed to prevent their use in manufacturing or processing operations for which they are unsuitable.,Engineering implication: implementation evidence should address sampling and testing of in-process materials and drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.110(d) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.110,21 CFR § 211.110(d),2026-08-07,No,Approved for batch 1
PGE-CGMP-0087,Charge-in of components,"Each component must either be added to the batch by one person and verified by a second person or, if the components are added by automated equipment under § 211.68, only verified by one person.",Engineering implication: implementation evidence should address charge-in of components.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.101(d) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.101,21 CFR § 211.101(d),2026-08-07,No,Approved for batch 1
PGE-CGMP-0088,Charge-in of components,"Weighing, measuring, or subdividing operations for components must be adequately supervised. Each container of component dispensed to manufacturing must be examined by a second person to assure that:",Engineering implication: implementation evidence should address charge-in of components.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.101(c) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.101,21 CFR § 211.101(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0089,Charge-in of components,"Written production and control procedures must include the following, which are designed to assure that the drug products produced have the identity, strength, quality, and purity they purport or are represented to possess:",Engineering implication: implementation evidence should address charge-in of components.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.101 for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.101,21 CFR § 211.101,2026-08-07,No,Approved for batch 1
PGE-CGMP-0090,Charge-in of components,"Components for drug product manufacturing must be weighed, measured, or subdivided as appropriate. If a component is removed from the original container to another, the new container must be identified with the following information:",Engineering implication: implementation evidence should address charge-in of components.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.101(b) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.101,21 CFR § 211.101(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0091,Charge-in of components,"The containers are properly identified. If the weighing, measuring, or subdividing operations are performed by automated equipment under § 211.68, only one person is needed to assure paragraphs (c)(1), (c)(2), and (c)(3) of this section.",Engineering implication: implementation evidence should address charge-in of components.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.101(3) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.101,21 CFR § 211.101(3),2026-08-07,No,Approved for batch 1
PGE-CGMP-0092,Control of microbiological contamination,"Appropriate written procedures, designed to prevent microbiological contamination of drug products purporting to be sterile, must be established and followed. Such procedures must include validation of all aseptic and sterilization processes.",Engineering implication: implementation evidence should address control of microbiological contamination.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.113(b) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.113,21 CFR § 211.113(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0093,Equipment identification,"All compounding and storage containers, processing lines, and major equipment used during the production of a batch of a drug product must be properly identified at all times to indicate their contents and, when necessary, the phase of processing of the batch.",Engineering implication: implementation evidence should address equipment identification.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.105(a) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.105,21 CFR § 211.105(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0094,Written procedures; deviations,Written production and process control procedures must be followed in the execution of the various production and process control functions and must be documented at the time of performance. Any deviation from the written procedures must be recorded and justified.,Engineering implication: implementation evidence should address written procedures; deviations.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.100(b) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.100,21 CFR § 211.100(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0095,Sampling and testing of in-process materials and drug products,"In-process materials must be tested for identity, strength, quality, and purity as appropriate, and approved or rejected by the quality control unit, during the production process, e.g., at commencement or completion of significant phases or after storage for long periods.",Engineering implication: implementation evidence should address sampling and testing of in-process materials and drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.110(c) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.110,21 CFR § 211.110(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0096,Reprocessing,"Written procedures must be established and followed prescribing a system for reprocessing batches that do not conform to standards or specifications and the steps to be taken to insure that the reprocessed batches will conform with all established standards, specifications, and characteristics.",Engineering implication: implementation evidence should address reprocessing.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.115(a) for the regulated product and operation.,knowledge-center/production.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.115,21 CFR § 211.115(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0097,Tamper-evident packaging requirements for over-the-counter (OTC) human drug products,Is prominently placed on the package; and,Engineering implication: implementation evidence should address tamper-evident packaging requirements for over-the-counter (otc) human drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.132(ii) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.132,21 CFR § 211.132(ii),2026-08-07,No,Approved for batch 1
PGE-CGMP-0098,Tamper-evident packaging requirements for over-the-counter (OTC) human drug products,Other information justifying an exemption.,Engineering implication: implementation evidence should address tamper-evident packaging requirements for over-the-counter (otc) human drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.132(4) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.132,21 CFR § 211.132(4),2026-08-07,No,Approved for batch 1
PGE-CGMP-0099,Labeling issuance,All excess labeling bearing lot or control numbers must be destroyed.,Engineering implication: implementation evidence should address labeling issuance.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.125(d) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.125,21 CFR § 211.125(d),2026-08-07,No,Approved for batch 1
PGE-CGMP-0100,Warehousing procedures,Quarantine of drug products before release by the quality control unit.,Engineering implication: implementation evidence should address warehousing procedures.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.142(a) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.142,21 CFR § 211.142(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0101,Expiration dating,Homeopathic drug products must be exempt from the requirements of this section.,Engineering implication: implementation evidence should address expiration dating.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.137(e) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.137,21 CFR § 211.137(e),2026-08-07,No,Approved for batch 1
PGE-CGMP-0102,Materials examination and usage criteria,"Obsolete and outdated labels, labeling, and other packaging materials must be destroyed.",Engineering implication: implementation evidence should address materials examination and usage criteria.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.122(e) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.122,21 CFR § 211.122(e),2026-08-07,No,Approved for batch 1
PGE-CGMP-0103,Drug product inspection,Results of these examinations must be recorded in the batch production or control records.,Engineering implication: implementation evidence should address drug product inspection.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.134(c) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.134,21 CFR § 211.134(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0104,Labeling issuance,Strict control must be exercised over labeling issued for use in drug product labeling operations.,Engineering implication: implementation evidence should address labeling issuance.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.125(a) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.125,21 CFR § 211.125(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0105,Materials examination and usage criteria,Dedication of labeling and packaging lines to each different strength of each different drug product;,Engineering implication: implementation evidence should address materials examination and usage criteria.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.122(1) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.122,21 CFR § 211.122(1),2026-08-07,No,Approved for batch 1
PGE-CGMP-0106,Expiration dating,Expiration dates must appear on labeling in accordance with the requirements of § 201.17 of this chapter.,Engineering implication: implementation evidence should address expiration dating.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.137(d) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.137,21 CFR § 211.137(d),2026-08-07,No,Approved for batch 1
PGE-CGMP-0107,Tamper-evident packaging requirements for over-the-counter (OTC) human drug products,Is so placed that it will be unaffected if the tamper-evident feature of the package is breached or missing.,Engineering implication: implementation evidence should address tamper-evident packaging requirements for over-the-counter (otc) human drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.132(iii) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.132,21 CFR § 211.132(iii),2026-08-07,No,Approved for batch 1
PGE-CGMP-0108,Labeling issuance,Returned labeling must be maintained and stored in a manner to prevent mixups and provide proper identification.,Engineering implication: implementation evidence should address labeling issuance.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.125(e) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.125,21 CFR § 211.125(e),2026-08-07,No,Approved for batch 1
PGE-CGMP-0109,Warehousing procedures,Written procedures describing the warehousing of drug products must be established and followed. They must include:,Engineering implication: implementation evidence should address warehousing procedures.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.142 for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.142,21 CFR § 211.142,2026-08-07,No,Approved for batch 1
PGE-CGMP-0110,Expiration dating,Allergenic extracts that are labeled “No U.S. Standard of Potency” are exempt from the requirements of this section.,Engineering implication: implementation evidence should address expiration dating.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.137(f) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.137,21 CFR § 211.137(f),2026-08-07,No,Approved for batch 1
PGE-CGMP-0111,Packaging and labeling operations,Prevention of mixups and cross-contamination by physical or spatial separation from operations on other drug products.,Engineering implication: implementation evidence should address packaging and labeling operations.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.130(a) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.130,21 CFR § 211.130(a),2026-08-07,No,Approved for batch 1
PGE-CGMP-0112,Distribution procedures,"Written procedures must be established, and followed, describing the distribution of drug products. They must include:",Engineering implication: implementation evidence should address distribution procedures.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.150 for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.150,21 CFR § 211.150,2026-08-07,No,Approved for batch 1
PGE-CGMP-0113,Distribution procedures,A system by which the distribution of each lot of drug product can be readily determined to facilitate its recall if necessary.,Engineering implication: implementation evidence should address distribution procedures.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.150(b) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.150,21 CFR § 211.150(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0114,Tamper-evident packaging requirements for over-the-counter (OTC) human drug products,Identifies all tamper-evident feature(s) and any capsule sealing technologies used to comply with paragraph (b) of this section;,Engineering implication: implementation evidence should address tamper-evident packaging requirements for over-the-counter (otc) human drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.132(i) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.132,21 CFR § 211.132(i),2026-08-07,No,Approved for batch 1
PGE-CGMP-0115,Expiration dating,"Expiration dates must be related to any storage conditions stated on the labeling, as determined by stability studies described in § 211.166.",Engineering implication: implementation evidence should address expiration dating.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.137(b) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.137,21 CFR § 211.137(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0116,Drug product inspection,A representative sample of units must be collected at the completion of finishing operations and must be visually examined for correct labeling.,Engineering implication: implementation evidence should address drug product inspection.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.134(b) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.134,21 CFR § 211.134(b),2026-08-07,No,Approved for batch 1
PGE-CGMP-0117,Packaging and labeling operations,Identification of the drug product with a lot or control number that permits determination of the history of the manufacture and control of the batch.,Engineering implication: implementation evidence should address packaging and labeling operations.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.130(c) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.130,21 CFR § 211.130(c),2026-08-07,No,Approved for batch 1
PGE-CGMP-0118,Tamper-evident packaging requirements for over-the-counter (OTC) human drug products,"The name of the drug product or, if the petition seeks an exemption for a drug class, the name of the drug class, and a list of products within that class.",Engineering implication: implementation evidence should address tamper-evident packaging requirements for over-the-counter (otc) human drug products.,U.S. finished-pharmaceutical CGMP requirement; confirm the current text of 21 CFR § 211.132(1) for the regulated product and operation.,knowledge-center/packaging-holding.html,https://www.ecfr.gov/current/title-21/chapter-I/subchapter-C/part-211/section-211.132,21 CFR § 211.132(1),2026-08-07,No,Approved for batch 1
